No,Nama Tempat,Kategori,Koordinat,Latitude,Longitude,Alamat,Deskripsi
162,Air Panas Sapan Maluluang,Pemandian Air Panas,S1 33 37.9 E101 07 20.4,-1.560528,101.122333,Kecamatan Sungai Pagu Jorong Ampalu Nagari Alam Pauh Duo,Informasi tidak ada
163,Museum Kereta Api Sawahlunto,Museum,S0 41 00.7 E100 46 38.1,-0.683528,100.777250,Jl. Abdul Rahman Hakim Kampung Teleng Sawahlunto,Informasi tidak ada
164,Museum Gudang Ransum,Museum,S0 40 45.1 E100 46 49.6,-0.679194,100.780444,"Kecamatan Sawahlunto, Kota Sawahlunto",Informasi tidak ada
165,Kerajinan Tenun Silungkang,Desa Wisata,S0 42 56.8 E100 46 51.8,-0.715778,100.781056,Dusun Lubuk Nan Gadang Kecamatan Silungkang,Informasi tidak ada
166,Lubang Tambang Mbah Soero,Desa Wisata,S0 40 46.0 E100 46 45.5,-0.679444,100.779306,Jl. Muhammad Yazid Lembah Segar Sawahlunto,Informasi tidak ada
167,Hotel Anordio,Hotel,S1 20 30.4 E100 34 58.7,-1.341778,100.582972,Jl. Rawang Kota Painan,Informasi tidak ada
168,Hotel Djakarta,Hotel,S0 56 45.0 E100 21 21.0,-0.945833,100.355833,Kota Padang,Informasi tidak ada
169,Penginapan Bunda,Hotel,S1 47 32.7 E100 50 02.3,-1.792417,100.833972,Kabupaten Pesisir Selatan,Informasi tidak ada
170,Pantai Air Manis,Pantai,S0 59 39.7 E100 21 52.6,-0.994361,100.364611,Kota Padang,Informasi tidak ada
171,Pantai Batu Kalang,Pantai,S1 15 45.6 E100 26 29.8,-1.262667,100.441611,Kabupaten Pesisir Selatan,Informasi tidak ada
172,Pantai Bungus / Caroline,Pantai,S1 02 13.7 E100 24 33.1,-1.037139,100.409194,Jl. Raya Padang - Painan km 20 / Jl. Raya Bungus. Kecamatan Teluk Kabung Kota Padang.,Informasi tidak ada
173,Pantai Carocok Painan,Pantai,S1 21 05.9 E100 33 57.3,-1.351639,100.565917,Kota Painan,Informasi tidak ada
174,Pantai Lengayang,Pantai,S1 40 31.9 E100 41 41.0,-1.675528,100.694722,Jl. Pasir putih - PS Gompong/ PS Kambang,Informasi tidak ada
175,Pantai Nirwana,Pantai,S1 00 53.7 E100 23 24.0,-1.014917,100.390000,Jl. Raya Padang - Painan km 10 Lubuk Menggalung,Informasi tidak ada
176,Pantai Sumedang,Pantai,S1 48 46.2 E100 46 56.5,-1.812833,100.782361,Kabupaten Pesisir Selatan,Informasi tidak ada
177,Pantai Taluak Tampuruang,Pantai,S1 29 26.0 E100 35 56.1,-1.490556,100.598917,Kabupaten Pesisir Selatan,Informasi tidak ada
178,Pantai Taluak Tampuruang (akses masuk),Pantai,S1 29 29.3 E100 36 40.0,-1.491472,100.611111,Kabupaten Pesisir Selatan,Informasi tidak ada
179,Air Terjun Bayang Sani,Air Terjun,S1 13 23.9 E100 34 02.9,-1.223306,100.567472,Kampung Kota Baru Kecamatan Bayang,Informasi tidak ada
180,Museum Adityawarman,Museum,S0 57 19.2 E100 21 21.9,-0.955333,100.356083,Jl. Diponegoro No 10 Kota Padang,Informasi tidak ada
181,Makam Ilyas Yacob,Makam,S1 13 53.9 E100 32 39.2,-1.231639,100.544222,Kabupaten Pesisir Selatan,Informasi tidak ada
182,Makam Siti Nurbaya,Makam,S0 57 55.5 E100 20 51.9,-0.965417,100.347750,"Nagari Batang Harau, Kecamatan Padang Selatan, Kota Padang",Informasi tidak ada
183,Rumah Gadang Mande Rubiah,Benda Cagar Budaya,S2 15 08.1 E101 07 35.1,-2.252250,101.126418,"Jl. Lubuk Sitepung, Nagari Lunang, Kecamatan Lunang Silaut Kabupaten Pesisir Selatan",Informasi tidak ada
184,Situs Makam Bundo Kanduang,Makam,S2 15 02.8 E101 07 39.3,-2.250778,101.127583,"Jl. Lubuk Sitepung, Nagari Lunang, Kecamatan Lunang Silaut Kabupaten Pesisir Selatan",Informasi tidak ada
185,Jembatan Akar,Jembatan,S1 10 56.4 E100 36 03.9,-1.182333,100.601083,"Kampung Pulut-pulut, Kecamatan Bayang Utara",Informasi tidak ada
186,Bukit Langkisau,Bukit,S1 20 27.0 E100 34 27.6,-1.340833,100.574333,Kota Painan,Informasi tidak ada
187,Pulau Cingkuak,Pulau,S1 21 12.5 E100 33 35.7,-1.353472,100.559917,Kota Painan,Informasi tidak ada
188,Pulau Kereta,Pulau,S1 21 11.5 E100 33 52.4,-1.353194,100.564556,Kota Painan,Informasi tidak ada
189,Taman Siti Nurbaya (Bukit Siti Nurbaya),Bukit,S0 57 55.2 E100 20 55.6,-0.965333,100.348778,"Nagari Batang Harau, Kecamatan Padang Selatan, Kota Padang",Informasi tidak ada
190,Dinas Kebudayaan dan Pariwisata Kab Pesisir Selatan,Kantor Pemerintahan,S1 20 23.7 E100 35 10.0,-1.339917,100.586111,Jl. Pahlawan Medan nan Bapaneh Painan,Informasi tidak ada
191,Pelabuhan Teluk Bayur,Pelabuhan,S0 59 44.9 E100 22 26.4,-0.995806,100.373999,Jl. Tanjung Priok,Informasi tidak ada
192,SPBU Batang Arau,SPBU,S0 57 53.8 E100 21 28.0,-0.964944,100.357778,Jl. Raya Batang Arau,Informasi tidak ada
193,SPBU Batang Kapas,SPBU,S1 26 49.3 E100 35 58.1,-1.447028,100.599472,Jl. Raya Batang Kapas,Informasi tidak ada
194,SPBU Bungus,SPBU,S1 01 52.4 E100 24 55.2,-1.031222,100.415333,Kabupaten Pesisir Selatan,Informasi tidak ada
195,SPBU Indrapura,SPBU,S2 02 37.5 E100 59 30.4,-2.043750,100.991778,Kabupaten Pesisir Selatan,Informasi tidak ada
196,SPBU Salido,SPBU,S1 19 13.8 E100 33 25.6,-1.320500,100.557111,Kabupaten Pesisir Selatan,Informasi tidak ada
197,RM Gulai Ikan Pak Malin,Rumah Makan,S1 01 43.4 E100 25 03.4,-1.028722,100.417611,Kabupaten Pesisir Selatan,Informasi tidak ada
198,Waterboom,Wisata Minat Khusus,S0 42 26.6 E100 47 45.7,-0.707389,100.796028,Kota Sawahlunto,Informasi tidak ada
199,Panorama Satu Sitinjau Lauik,Wisata Alam,S0 56 17 E100 32 03.1,-0.938167,100.534194,"Jalan Solok - Padang, Lubuk Kilangan",Informasi tidak ada
200,Panorama Dua Sitinjau Lauik,Wisata Alam,S0 57 05.4 E100 30 17.2,-0.951500,100.504778,"Jalan Solok - Padang, Lubuk Kilangan",Informasi tidak ada
201,Air Terjun Sarasah,Wisata Alam,S0 56 04.1 E100 29 18,-0.934472,100.488333,"Desa Koto Baru, Kel. Limau Manis Selatan, Kec. Pauh",Informasi tidak ada
202,Manasik Haji,Wisata Religi,S0 51 18.2 E100 23 46.3,-0.855056,100.396194,"Jalan Lubuk Minturun, Koto Tengah, Padang",Informasi tidak ada
203,Pemandian Lubuk Minturun,Wisata Alam,S0 50 26.8 E100 22 34.2,-0.840778,100.376167,"Jalan Lubuk Minturun, Koto Tengah, padang",Informasi tidak ada
204,Makam M. Yamin,Wisata Budaya,S0 35 19.0 E100 44 08.6,-0.588611,100.735722,"Jalan Talawi, Batu Sangkar, Sawahlunto",Informasi tidak ada
205,Taman Satwa Kandi,Wisata Alam,S0 37 08.0 E100 44 48.8,-0.618889,100.746889,Kota Sawahlunto,Informasi tidak ada
206,Taman Wisata Kandi,Wisata Alam,S0 37 17.2 E100 44 51.4,-0.621444,100.747611,Kota Sawahlunto,Informasi tidak ada
207,Kawasan Wisata Musiduga,Wisata Alam,S0 39 49.7 E100 56 28.9,-0.663806,100.941361,"Jalan M. Yamin, Muara Sijunjunjung Sawahlunto",Informasi tidak ada
208,Ngalau Basurek,Wisata Minat Khusus,S0 37 52.6 E100 59 43.6,-0.631278,100.995444,"Koto Tujuh, Sijunjung",Informasi tidak ada
209,Ngalau Lagung,Wisata Minat Khusus,S0 40 47.1 E101 05 30.5,-0.679750,101.091806,"Aie Angek, Kec. Sijunjung, Sijunjung",Informasi tidak ada
210,Pemandian Aie Angek,Wisata Alam,S0 40 59.8 E101 05 16.2,-0.683278,101.087833,"Aie Angek, Kec. Sijunjung, Sijunjung",Informasi tidak ada
211,Hotel Aman Gati,Hotel,S8 48 07.8 E118 22 58.2,-8.000000,118.000000,"Jl. Raya Lintas Lakey, Nanga Doro, Dompu","Hotel Aman Gati sering dijadikan sebagai lokasi jibaku bagi surfer handal dari seluruh dunia, untuk menjadi yang terbaik dalam ajang kompetisi surfing bertarap internasional."
212,Hotel Rinjani,Hotel,S8 32 21.3 E118 27 28.6,-8.000000,118.000000,"Jl Sultan MT Sarajuddin No 1, Dompu","Hotel Rinjani merupakan hotel melati yang terletak persis di seberang Masjid Agung Baiturrahman, Dompu."
213,Wisma Darussalam,Hotel,S8 10 47.3 E117 44 19.7,-8.000000,117.000000,Jl. Raya Celabai,Wisma Darussalam merupakan salah satu pilihan penginapan untuk persinggahan sementara bagi para pendaki sebelum melakukan pendakian ke puncak Gunung Tambora.
214,Kawasan Pantai Hu'u,Pantai,S8 46 50.2 E118 23 30.8,-8.000000,118.000000,Jl. Raya Lintas Lakey,"Tempat ini menjadi tugu/gerbang masuk ke kawasan Pantai Hu'u di mana terdapat Pantai Lakey. Saat ada kontes selancar, gerbang ini dijadikan tempat menarik tarif masuk sebesar Rp. 2.000."
215,Pantai Lakey,Pantai,S8 47.778 E118 22.805,-8.000000,118.000000,Jl. Raya Lintas Lakey,"Pantai Lakey terkenal sebagai lokasi selancar kelas internasional. Pantai ini terkenal dengan jenis ombaknya, yaitu Lakey peak, Lakey pipe, cooble stones, periscope, nangas, dan nangadoros dengan keunikan masing-masing."
216,Kawasan Nanga Tumpu,Pantai,S8 47 46.7 E118 22 48.3,-8.000000,118.000000,Jl. Dompu - Calabai,Perbukitan yang menjadi tempat memandang pantai indah di depannya.
217,Pantai Ni'u,Pantai,S8 36 46.8 E118 17 07.2,-8.000000,118.000000,Jl. Lintas Sumbawa Besar - Dompu - Bima,"Pantai ini memiliki ombak yang tenang dan sepi dengan pemandangan bukit-bukit. Di kejauhan, tampak Pulau Nisa Pudu dan Nisa Rate."
218,Pantai Odo,Pantai,S8 27 01.0 E118 04 56.1,-8.000000,118.000000,Jl. Dompu - Calabai,Pantai ini merupakan pantai di pinggir jalan Dompu - Celabai. Di pantai ini terdapat mata air tawar yang jernih dan mengalir ke pantai.
219,Pantai Oiwau,Pantai,S8 18 08.0 E117 46 28.4,-8.000000,117.000000,Jl. Dompu - Calabai,Pantai dengan beberapa mata air tawar yang jernih dan terus mengalir ke laut. Di pepohonan di sekitar pantai ini juga dihuni kawanan monyet liar.
220,Pantai Ria,Pantai,S8 41 07.9 E118 21 11.0,-8.000000,118.000000,Jl. Pantai Ria,Pantai Ria merupakan pantai landai berpasir kehitaman. Akses jalan ke pantai ini mulus. Pantai ini menjadi primadona pariwisata domestik yang ramai di akhir pekan dan hari libur.
221,Situs Nangasia,Situs Purbakala,S8 45 27.9 E118 24 37.7,-8.000000,118.000000,Jl. Raya Lintas Lakey,Situs ini terletak di pinggir pantai. Di situs ini banyak terdapat sisa-sisa zaman Majapahit dan Sriwijaya. Dulunya tempat ini merupakan Pelabuhan Nangasia.
222,Situs Doro Bata,Situs Purbakala,S8 32 38.2 E118 27 29.0,-8.000000,118.000000,Jl. Doro Bata,"Situs ini merupakan sebuah situs klasik. Dulu, situs ini dipercaya sebagai tempat pemujaan agama Hindu yang diperkirakan dari abad XIII dan XIV atau seumur dengan situs Majapahit."
223,Ke Air Panas Oi Pana di Nanga Doro,Objek Khusus,S8 51 09.3 E118 23 50.5,-8.000000,118.000000,Jl. Raya Lintas Lakey,"Air Panas Oi Pana terletak di Nanga Doro, kawasan Lakey. Di sini terdapat pemandian air panas yang terletak di bukit."
224,Gua Jepang di Kawasan Hu'u,Objek Khusus,S8 47 46.2 E118 23 08.7,-8.000000,118.000000,Jl. Raya Lintas Lakey,Benteng ini merupakan benteng pengintaian yang berupa goa. Mulut goa berukuran 6x6 meter. Di dalam goa terbagi menjadi 2 jalur ke kiri dan kanan.
225, Rumah Makan Rahman, Kuliner, Informasi tidak ada, Informasi tidak ada, Informasi tidak ada," ""Informasi tidak ada""", Informasi tidak ada
226, Bandara Sultan Muhammad Salahuddin, Bandara, S8 32 32.0 E118 41 29.9, -8.000000000000000, 118.000000000000000," ""Informasi tidak ada"""," ""Bandara Sultan Muhammad Salahuddin merupakan bandara terbesar di Pulau Sumbawa. Bandara ini menjadi tujuan penerbangan-penerbangan yang menuju Pulau Sumbawa."""
227, Disbudpar Kabupaten Dompu, Kantor Pemerintahan, Informasi tidak ada, Informasi tidak ada, Informasi tidak ada," ""Informasi tidak ada""", Informasi tidak ada
228, Masjid Agung Baiturrahman, Masjid, S8 32 21.3 E118 27 28.6, -8.000000000000000, 118.000000000000000," ""Jl. Jendral Sudirman""", Informasi tidak ada
229, Hotel Lilagraha, Hotel, S8 27 11.5 E118 43 31.8, -8.000000000000000, 118.000000000000000," ""Jalan Lombok No.20""", Informasi tidak ada
230, Pantai Amahami, Pantai, S8 28 08.4 E118 43 19.9, -8.000000000000000, 118.000000000000000," ""Sebelah selatan kota Bima"""," ""Pantai Ama Hami dan sekitarnya kini menjadi primadona setiap orang. Pantai yang berada di pintu masuk kota Bima itu kini terus dipoles dan diisi dengan berbagai macam aneka dagangan mulai dari makanan khas Bima hingga menu masakan nusantara lainnya."""
231, Pantai Ule, Pantai, S8 25 40.9 E118 43 00.6, -8.000000000000000, 118.000000000000000," ""Sebelah utara kota Bima"""," ""Pantai Ule belum dijadikan tujuan wisata domestik. Hal ini terlihat dari pantainya yang tidak terawat. Akses jalannya pun tidak bagus."""
232,Pantai Matamboko,Pantai,S8 31 31.5 E119 02 05.9,-8.000000,119.000000,"Kecamatan Sape, Kabupaten Bima",Pantai Matamboko merupakan pantai landai dengan ombak yang tenang. Pantai ini belum dioptimalkan potensinya. Hal ini bisa dilihat dari pantainya yang kurang terawat dan kurang bersih. Di sekitar pantai ada kawasan tambak.
233,Makam Danatraha,Situs Purbakala,S8 27 33.0 E118 43 45.6,-8.000000,118.000000,Informasi tidak ada,"Makam ini merupakan komplek pemakaman Kesultanan Bima. Makam ini berhadapan dengan Gunung Doro Londa. Dengan mendaki bukit dan menapaki 60 anak tangga, di sini dimakamkan petinggi Kerajaan Bima, antara lain perdana menteri Kesultanan Bima, Abdul Sama Omp."
234,Menuju Air Terjun Plampo,Air Terjun,S8 57 32.3 E116 45 40.2,-8.000000,116.000000,"Hulu sungai Plampo, Kecamatan Sekongkang","Air terjun Plampo terletak di hulu sungai Plampo, Kecamatan Sekongkang. Air terjun ini cukup indah dan jernih dengan beberapa tingkat."
235,Istana Bima,Benda Cagar Budaya,S8 27 12.8 E118 43 37.7,-8.000000,118.000000,Kota Bima,Istana Bima (Asi Mbojo) adalah bangunan bergaya Eropa. Mulai dibangun pada tahun 1927. Istana yang kini telah beralih fungsi sebagai Museum daerah Asi Mbajo itu adalah sebuah bangunan permanen berlantai dua yang merupakan paduan arsitek asli Bima dan Belanda.
236,Situs Lengge Wawo,Benda Cagar Budaya,S8 31 28.3 E118 50 44.6,-8.000000,118.000000,Informasi tidak ada,"Lengge, sekarang hanya merupakan situs yang dijaga oleh pemerintah, beberapa lalu sudah terjadi renovasi. Rumah-rumah ini merupakan Lengge, dimana adalah rumah lumbung penyimpanan padi oleh penduduk yang merupakan rumah asli di Bima. Lengge berbentuk ata."
237,Masjid Sultan Muhammad Salahuddin,Benda Cagar Budaya,S8 27 17.6 E118 43 35.9,-8.000000,118.000000,Informasi tidak ada,"Masjid kesultanan Bima yang diberi nama Masjid Sultan Muhammad Salahuddin, di halamannya terdapat makam beberapa keluarga dan Sultan/Raja Bima. Di sebelah barat Masjid terdapat kuburan sultan dan keluarga Sultan Bima, termasuk kuburan Sultan Abdul Kadim."
238,Situs Soromandi,Situs Purbakala,S8 22 10.4 E118 41 03.4,-8.000000,118.000000,Informasi tidak ada,"Keindahan DORO 'SOROMANDI' Bima adalah salah satu kota kecil yang terletak di ujung timur Propinsi NTB (Nusa Tenggara Barat), tepatnya di Kecamatan Donggo. Di bumi Ngaha Aina Ngoho ini tersimpan banyak sekali aset-aset alam yang menyimpan sejuta pesona y."
239,Situs Wadu Pa'a 1,Situs Purbakala,S8 22 05.8 E118 41 14.8,-8.000000,118.000000,Kabupaten Bima,"Kabupaten Bima juga memiliki landmark hampir serupa, setidaknya ada satu yang cukup besar. Situs Wadu Pa'a terbagi menjadi dua wilayah yaitu Wadu Pa'a Satu dan Dua dengan wilayah yang terpisah kurang lebih 100 meter. Situs Wadu Pa'a Satu yang suasananya."
240,Situs Wadu Pa'a 2,Situs Purbakala,S8 21 58.5 E118 41 16.1,-8.000000,118.000000,Informasi tidak ada,"Situs Wadu Pa'a terbagi menjadi dua wilayah yaitu Wadu Pa'a Satu dan Dua dengan wilayah yang terpisah kurang lebih 100 meter. Di situs Wadu Pa'a Dua ini terdapat 5 arca lingga dengan 2 diantaranya (sepertinya) sudah lapuk dimakan zaman, pahatan arca mir."
241,Situs Ncuhi,Situs Purbakala,S8 26 51.5 E118 34 38.5,-8.000000,118.000000,Informasi tidak ada,"Ncuhi adalah rumah adat yang digunakan sebagai sarana upacara adat dan berkumpulnya tetua kampung dan masyarakat adat. Uma ncuhi ini adalah merupakan salah satu kebanggaan bagi masyarakat mbawa. Rumah adat Bima Ncuhi terletak di desa Mbawa, Kecamatan Don."
242,Kawasan Wisata Wawo Maria,Objek Khusus,S8 31 18.0 E118 50 32.2,-8.000000,118.000000,Informasi tidak ada,"Berlokasi di rute wisata yang menghubungkan Bima dan Pulau Komodo, daerah Wawo-Maria memproduksi kain dengan kualitas tinggi dan desain/motif yang halus. Maria sendiri terkenal karena lumbung tradisionalnya (Lengge) yang di buat berkumpul di sebuah bukit."
243,Pacuan Kuda Bima (Pacoa Jara),Objek Khusus,S8 31 07.3 E118 41 48.7,-8.000000,118.000000,Informasi tidak ada,"Pacuan Kuda Bima paling tidak pacuan kuda diselenggarakan 4 kali setahun, yaitu pada hari-hari besar seperti Hari Proklamasi (Agustus) dan Hari Pemuda (Oktober). Pacuan kuda ini dilaksanakan dalam bentuk kejuaraan. Untuk satu periode pacuan, jumlah penda."
244,Bajo Pulo,Objek Khusus,S8 34 22.4 E119 01 18.7,-8.000000,119.000000,"Sape, Kabupaten Bima","Bajo Pulo adalah pulau kecil di Sape yang dikenal dengan keindahan alamnya. Sebagian besar masyarakat setempat hidup sebagai nelayan, dan pulau ini sering dikunjungi oleh wisatawan."
245,Pemukiman Nelayan Lamere,Objek Khusus,S8 30 30.1 E118 51 17.5,-8.000000,118.000000,Informasi tidak ada,"Permukiman nelayan Lamere terletak di pesisir dengan pemandangan laut yang menawan. Di sini, kehidupan nelayan dan budaya tradisional tetap terjaga."
246,Gunung Doro Londa,Objek Khusus,S8 27 33.4 E118 43 45.6,-8.000000,118.000000,Informasi tidak ada,"Gunung Doro Londa adalah perbukitan batu yang terletak di dekat makam Danatraha. Dari puncaknya, pengunjung dapat menikmati pemandangan kota Bima dari ketinggian."
247,Pulau Ular,Objek Khusus,S8 25 55.5 E119 01 45.4,-8.000000,119.000000,Informasi tidak ada,"Pulau Ular merupakan habitat bagi ular laut dengan warna unik, seperti putih silver yang dipadukan dengan hitam. Ular-ular ini jinak dan ramah terhadap pengunjung."
248,Disbudpar Kabupaten Bima,Kantor Pemerintahan,S8 27 10.2 E118 41 59.9,-8.000000,118.000000,Jl. Gadjah Mada,"Kantor Dinas Kebudayaan dan Pariwisata Kabupaten Bima, yang bertanggung jawab atas pengelolaan budaya dan pariwisata di daerah tersebut."
249,Disbudpar Kota Bima,Kantor Pemerintahan,S8 27 33.4 E118 45 10.6,-8.000000,118.000000,Jl. Gadjah Mada,"Kantor Dinas Kebudayaan dan Pariwisata Kota Bima, tempat yang mengelola berbagai kegiatan budaya dan pariwisata di wilayah Kota Bima."
250,Pelabuhan Bima,Pelabuhan,S8 26 54.8 E118 42 54.5,-8.000000,118.000000,Jl. RE Martadinata no. 1,"Pelabuhan Bima adalah pelabuhan utama yang sibuk di Bima, dengan pengiriman barang dari berbagai kota seperti Surabaya dan Makassar."
251,Bank Mandiri,Bank,S8 27 07.3 E118 43 35.4,-8.000000,118.000000,Jl. Sultan Hassanudin,"Bank Mandiri adalah salah satu bank terbesar di Indonesia, menyediakan berbagai layanan perbankan."
252,Bank BNI,Bank,S8 27 07.3 E118 43 35.4,-8.000000,118.000000,Jl. Sultan Hassanudin,"Bank Negara Indonesia (BNI) menawarkan berbagai layanan perbankan, termasuk tabungan, pinjaman, dan transfer antarbank."
253,Pelabuhan Sape,Pelabuhan,S8 34 24.6 E119 01 14.7,-8.000000,119.000000,Jl. Yos Sudarso,"Pelabuhan Sape menghubungkan Pulau Sumbawa dengan Pulau Flores, melayani penyeberangan dengan ferry yang dioperasikan oleh ASDP."
254,Pos Polisi Sape Utara,Kantor Polisi,S8 34 15.0 E119 01 30.0,-8.000000,119.000000,Informasi tidak ada,Pos Polisi Sape Utara merupakan salah satu fasilitas untuk menjaga keamanan di sekitar wilayah Sape.
255,Rumah Makan Arema Jaya 1,Kuliner,S8 27 07.3 E118 43 35.7,-8.000000,118.000000,Jl. Sultan Hassanudin,Rumah makan Arema Jaya 1 menyajikan berbagai hidangan khas daerah dengan rasa yang menggugah selera.
256,Rumah Makan Arema Jaya 2,Kuliner,S8 27 07.3 E118 43 35.7,-8.000000,118.000000,Jl. Sultan Hassanudin,Rumah makan Arema Jaya 2 adalah cabang kedua yang menyajikan masakan lokal dengan cita rasa autentik.
257,Hotel Cendrawasih,Hotel,S8 28 98.0 E117 24 87.2,-8.000000,117.000000,Jl. Cendrawasih No.130,Hotel Cendrawasih menawarkan penginapan nyaman di daerah Sumbawa Besar dengan fasilitas yang lengkap.
258,Pantai Kencana,Pantai,S8 27 51.9 E117 21 69.0,-8.000000,117.000000,11 Km dari Kota Sumbawa Besar,"Pantai Kencana, dengan bentuk pantai yang melengkung, menawarkan pemandangan indah dan suasana yang tenang. Terletak sekitar 11 km dari Kota Sumbawa Besar."
259,Pantai Goa,Pantai,S8 28 11.8 E117 22 89.4,-8.000000,117.000000,"Desa Karang Dima, Badas",Pantai Goa di Desa Karang Dima menawarkan keindahan alam dan terdapat goa di tepi pantainya yang menarik bagi wisatawan.
260,Pantai Saliper Ate,Pantai,S8 28 37.5 E117 23 62.6,-8.000000,117.000000,5 Km kearah barat kota Sumbawa Besar,"Pantai Saliper Ate adalah tempat yang menenangkan, cocok untuk bersantai dan menikmati keindahan alam sekitar."
261,Wisma Praja,Benda Cagar Budaya,S8 30 12.5 E117 25 52.8,-8.000000,117.000000,Informasi tidak ada,"Wisma Praja adalah sebuah istana kuno yang dibangun pada masa pemerintahan Sultan Muhammad Jalaluddin Syah III, kini digunakan sebagai Museum Daerah Sumbawa."
262,Istana Dalam Loka,Benda Cagar Budaya,S8 30 27.4 E117 25 65.7,-8.000000,117.000000,Jl. Dalam Loka No.1,Istana kuno tersebut terbuat dari kayu yang dibangun pada masa pemerintahan Sultan Muhammad Jalaluddin Syah III (sekitar tahun 1885 M). Merupakan peninggalan Kerajaan Sumbawa. Saat ini digunakan/dimanfaatkan sebagai 'Museum Daerah Sumbawa' tempat penyimpanan koleksi sejarah.
263,Bala Kuning,Benda Cagar Budaya,S8 30 07.0 E117 25 59.7,-8.000000,117.000000,Jl. Dr Wahidin,"Istana peninggalan Belanda yang terletak di jantung Kota Sumbawa, di sebelah timur taman kota dan wisma kota. Bala Kuning mempunyai kemiripan dengan Bala Lampoa yang ada di Makassar. Bala Kuning adalah rumah tempat tinggal keluarga Sultan yang terakhir."
264,Dusun Pamulung,Desa Budaya,S8 30 01.0 E117 23 13.3,-8.000000,117.000000,"Desa Karang Dima Kecamatan Labuan Badas, 8 km dari kota Sumbawa Besar","Dusun ini termasuk dalam Wilayah Desa Karang Dima Kecamatan Labuan Badas. Dusun ini merupakan desa wisata, dengan atraksi budaya daerah seperti tari tradisional, kerajinan tangan, dan lainnya."
265,Pulau Bungin,Desa,S8 28 60.1 E116 59 55.9,-8.000000,116.000000,"Kecamatan Alas, 70 km dari Kota Sumbawa Besar","Pulau Bungin adalah pulau terpadat di dunia. Tadinya hanya dihuni oleh satu keluarga, namun kini pulau tersebut berkembang hingga sangat padat. Penduduk baru yang menikah harus membangun rumah di atas rumah yang sudah ada."
266,Batu Along,Desa Budaya,S8 34 20.7 E117 26 90.2,-8.000000,117.000000,"Desa Batu Along, ±15 km dari Kota Sumbawa Besar",Desa Batu Along dikenal sebagai dusun pandai besi (blacksmith) dengan julukan 'Blingin Jerman'. Masyarakat setempat terkenal dengan keterampilan mereka dalam membuat berbagai barang dari logam.
267,Dusun Sameri,Desa Budaya,S8 30 51.6 E117 27 99.2,-8.000000,117.000000,"Desa Sameri, Sumbawa Besar","Dusun Sameri terkenal dengan kerajinan tangan berupa Kre'sek (sarung tenun) dan batik khas Sumbawa yang memiliki motif Sasambo (Sasak, Samawa, dan Mbojo)."
268,Bendungan Batu Bulan,Bendungan,S8 36 48.4 E117 28 14.0,-8.000000,117.000000,±15 km dari ibu kota Sumbawa Besar,"Bendungan Batu Bulan mengairi area pertanian ±5.100 hektar dan selesai dibangun pada tahun 2002. Bendungan terbesar kedua setelah Waduk Jatiluhur, diresmikan oleh Presiden RI Ibu Megawati Soekarno Putri."
269,Liang Petang,Goa,S8 40 72.0 E117 28 63.1,-8.000000,117.000000,"Desa Batu Tering, Kecamatan Moyo Hulu, 29 km dari kota Sumbawa Besar","Liang Petang adalah gua alam yang di dalamnya terdapat batu yang mirip manusia, balai-balai (pantar), alat tenun, serta dipenuhi stalagnit dan stalagtit."
